Age,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,CityTier,Occupation,Gender,MaritalStatus,Passport,OwnCar,Designation,ProdTaken
34,2,3,1,0,22756,2,3,9,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
34,3,5,1,2,20343,2,4,6,Company Invited,1,Small Business,Male,Single,0,1,Manager,0
51,2,3,1,1,34537,5,3,12,Self Enquiry,1,Salaried,Male,Single,0,1,VP,0
38,4,3,6,2,22307,3,4,18,Self Enquiry,1,Small Business,Female,Unmarried,0,0,Executive,0
40,2,3,7,1,20094,5,4,22,Company Invited,1,Small Business,Male,Single,0,1,Manager,0
47,2,3,1,0,28770,5,3,9,Company Invited,3,Small Business,Female,Married,1,1,AVP,0
41,4,3,2,3,31915,5,4,13,Self Enquiry,1,Salaried,Female,Single,0,1,AVP,0
40,3,3,6,2,23916,4,4,10,Self Enquiry,3,Small Business,Female,Married,1,1,Manager,1
39,4,3,2,2,30188,5,5,22,Self Enquiry,1,Salaried,Male,Married,1,1,Senior Manager,0
22,2,4,2,1,17244,1,3,17,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
56,2,3,2,1,22713,4,4,11,Self Enquiry,1,Salaried,Male,Divorced,1,0,Manager,0
38,4,4,6,2,21700,4,4,26,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
32,4,3,3,3,21288,4,4,22,Company Invited,1,Small Business,Male,Divorced,0,1,Executive,1
26,4,5,2,3,22102,2,2,9,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Executive,0
40,2,3,2,1,31437,3,3,12,Self Enquiry,2,Small Business,Male,Single,1,1,AVP,0
46,2,5,3,1,25673,1,4,6,Company Invited,1,Small Business,Male,Married,1,1,Senior Manager,0
35,2,3,2,1,17269,5,1,14,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
57,3,5,2,1,31890,3,3,13,Company Invited,3,Salaried,Female,Divorced,0,1,AVP,0
47,4,5,3,3,29131,1,4,7,Self Enquiry,3,Small Business,Female,Married,0,1,Senior Manager,0
21,3,3,2,1,17693,3,3,24,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,1
40,4,5,2,3,22582,3,4,30,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Executive,1
38,2,3,2,0,17406,3,3,35,Company Invited,1,Salaried,Female,Single,0,1,Manager,0
41,4,5,4,1,25194,1,4,15,Self Enquiry,1,Salaried,Female,Married,1,0,Manager,0
32,3,3,3,2,21589,3,4,33,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
45,3,4,2,1,22441,3,3,6,Self Enquiry,1,Large Business,Male,Married,0,1,Senior Manager,0
39,3,3,5,2,23927,5,5,9,Company Invited,3,Salaried,Male,Married,0,1,Manager,0
38,2,4,2,0,17133,1,4,14,Company Invited,1,Small Business,Female,Married,1,1,Manager,0
33,2,3,1,1,23380,4,1,16,Self Enquiry,3,Small Business,Male,Married,1,1,Senior Manager,0
34,2,3,2,0,24547,4,4,8,Company Invited,1,Salaried,Male,Divorced,0,0,Manager,0
35,3,3,3,1,24952,5,4,9,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Manager,0
32,4,5,4,3,28315,1,4,14,Company Invited,3,Small Business,Female,Married,0,1,Senior Manager,0
38,3,4,1,2,17899,4,4,15,Self Enquiry,3,Small Business,Male,Married,0,0,Executive,0
35,3,4,2,1,17022,3,3,31,Company Invited,1,Salaried,Female,Married,1,1,Executive,1
38,3,5,4,2,22598,4,5,7,Self Enquiry,1,Small Business,Female,Married,0,0,Executive,0
39,3,3,6,2,26539,2,4,7,Self Enquiry,1,Salaried,Fe Male,Unmarried,1,0,Senior Manager,0
40,3,5,6,1,28669,4,5,13,Self Enquiry,1,Small Business,Male,Married,0,1,Senior Manager,0
41,2,3,1,1,21151,5,5,15,Company Invited,3,Salaried,Male,Married,0,1,AVP,1
35,4,3,2,3,23982,2,3,26,Company Invited,3,Small Business,Male,Unmarried,1,1,Manager,1
37,3,3,5,1,21716,1,2,13,Self Enquiry,1,Salaried,Female,Married,0,0,Executive,0
34,3,3,2,1,22086,5,6,17,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,1
39,3,3,2,1,25539,3,4,10,Self Enquiry,3,Salaried,Male,Unmarried,1,1,Manager,0
54,3,3,8,1,33530,3,4,9,Self Enquiry,3,Small Business,Male,Married,0,1,AVP,0
33,4,3,6,2,27882,5,4,14,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager,0
34,3,3,5,2,23360,3,5,17,Company Invited,3,Small Business,Male,Unmarried,0,1,Manager,0
31,4,3,3,3,24453,3,4,35,Self Enquiry,1,Small Business,Female,Divorced,0,0,Manager,0
35,3,4,3,2,20686,1,4,17,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
35,3,3,6,2,23168,3,4,16,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,1
49,2,5,1,1,33665,3,3,16,Company Invited,1,Salaried,Female,Single,1,0,VP,0
38,3,4,5,1,22785,4,4,10,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Manager,0
32,3,3,2,0,20484,3,4,13,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
35,3,5,2,0,24069,4,3,5,Company Invited,3,Salaried,Male,Married,0,0,Senior Manager,0
32,4,5,3,1,22826,5,4,7,Company Invited,1,Salaried,Female,Married,0,1,Manager,0
37,3,3,2,1,23512,4,4,22,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,1
36,3,3,3,1,22779,3,3,24,Company Invited,1,Salaried,Male,Unmarried,0,0,Manager,0
30,2,3,1,1,21577,1,3,18,Self Enquiry,3,Large Business,Female,Unmarried,0,1,Manager,0
40,3,3,2,1,28291,3,3,7,Self Enquiry,1,Small Business,Male,Married,0,1,Senior Manager,0
31,4,5,2,2,27090,1,4,29,Company Invited,3,Salaried,Female,Married,0,1,Senior Manager,0
28,3,5,2,1,25489,3,5,14,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Manager,0
46,1,3,3,0,20258,5,3,13,Company Invited,1,Small Business,Female,Divorced,0,0,Manager,0
32,3,3,3,2,25610,1,4,27,Company Invited,3,Small Business,Female,Married,0,1,Manager,0
30,2,5,6,1,18204,5,3,11,Self Enquiry,1,Large Business,Female,Married,0,0,Executive,0
37,3,3,3,2,28658,1,4,17,Company Invited,3,Small Business,Male,Single,0,1,Senior Manager,0
41,2,4,7,1,21430,5,5,10,Company Invited,2,Salaried,Male,Married,0,0,Manager,0
34,2,3,2,1,21274,5,3,8,Self Enquiry,3,Salaried,Male,Single,0,0,Manager,0
39,3,3,2,1,28204,3,5,30,Company Invited,1,Salaried,Male,Unmarried,0,1,Senior Manager,0
40,2,3,7,0,22945,4,3,22,Self Enquiry,1,Salaried,Female,Unmarried,1,1,Senior Manager,0
27,3,3,3,2,23098,5,2,10,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
34,3,3,3,1,18280,1,1,6,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
48,3,3,2,1,23215,2,4,9,Self Enquiry,3,Small Business,Female,Divorced,1,1,Manager,0
38,2,5,2,1,20605,3,1,13,Self Enquiry,3,Small Business,Female,Married,1,1,Manager,0
32,2,3,4,1,18038,1,3,12,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
24,3,4,2,0,18202,4,3,6,Self Enquiry,3,Large Business,Female,Single,1,0,Executive,1
46,3,3,3,1,24071,2,4,16,Self Enquiry,3,Small Business,Female,Divorced,1,1,Senior Manager,0
47,2,4,2,0,26849,3,3,35,Company Invited,1,Salaried,Male,Married,1,1,Senior Manager,1
46,4,3,2,1,22375,3,4,15,Self Enquiry,1,Salaried,Male,Divorced,0,1,Manager,0
46,2,3,4,0,32465,2,3,9,Self Enquiry,3,Small Business,Male,Divorced,0,1,AVP,0
56,4,3,5,2,28917,2,4,7,Self Enquiry,3,Salaried,Male,Divorced,0,0,Senior Manager,0
38,3,3,6,1,20855,4,4,11,Company Invited,3,Small Business,Male,Married,0,1,Executive,0
41,2,3,5,1,17778,3,5,8,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,1
28,3,3,2,0,17515,4,3,18,Self Enquiry,1,Salaried,Female,Divorced,1,1,Executive,1
35,3,3,3,2,24952,5,4,9,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Manager,0
44,3,3,3,1,23935,3,5,17,Company Invited,1,Salaried,Female,Married,0,0,Manager,0
27,4,3,3,2,21018,3,6,31,Self Enquiry,1,Large Business,Male,Single,1,0,Executive,1
57,4,4,2,2,23641,5,4,21,Self Enquiry,1,Salaried,Female,Divorced,1,1,Executive,1
31,4,3,2,3,23373,3,4,16,Company Invited,1,Small Business,Female,Unmarried,1,1,Manager,0
43,3,3,2,2,17645,1,1,8,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
42,3,3,8,1,23681,3,4,14,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Manager,0
45,3,4,3,2,22098,5,4,27,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Executive,0
20,3,3,3,2,21242,3,5,9,Self Enquiry,2,Large Business,Male,Single,0,1,Executive,1
32,3,5,3,2,23681,1,6,7,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
42,2,3,7,0,17759,3,1,25,Company Invited,1,Small Business,Male,Married,1,0,Executive,1
33,4,5,3,1,22597,4,6,23,Company Invited,1,Salaried,Female,Unmarried,1,0,Executive,1
25,4,4,3,2,20805,3,5,24,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
28,3,3,3,1,31486,3,5,12,Self Enquiry,1,Large Business,Male,Married,1,0,Senior Manager,0
40,2,3,1,0,34436,5,3,8,Self Enquiry,1,Small Business,Male,Married,0,1,VP,0
31,3,5,7,2,21335,4,4,10,Self Enquiry,1,Large Business,Female,Unmarried,1,1,Executive,1
42,2,5,1,1,31799,3,3,16,Self Enquiry,2,Salaried,Female,Divorced,0,0,AVP,0
51,3,3,5,1,25474,5,4,15,Company Invited,3,Large Business,Male,Married,1,0,Manager,1
36,1,4,5,0,17088,4,3,9,Company Invited,1,Small Business,Male,Single,0,1,Executive,0
35,2,3,3,0,24362,3,3,24,Company Invited,1,Salaried,Male,Unmarried,0,0,Senior Manager,0
39,2,3,2,1,34197,3,3,6,Company Invited,1,Salaried,Male,Married,1,0,VP,0
40,4,3,3,3,23212,1,4,14,Self Enquiry,3,Salaried,Male,Married,1,1,Executive,1
25,4,3,3,1,23079,1,2,16,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
29,2,3,2,0,21623,3,3,13,Self Enquiry,1,Salaried,Male,Married,1,0,Manager,0
45,4,4,6,2,20720,3,4,30,Company Invited,1,Small Business,Male,Married,0,0,Manager,0
46,4,3,5,1,21332,5,4,17,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
52,3,3,2,1,21139,1,4,11,Self Enquiry,1,Salaried,Male,Married,1,0,Executive,1
25,3,3,2,2,21840,3,5,11,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
46,4,3,2,1,22375,3,4,15,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
35,3,3,3,2,20898,1,4,17,Self Enquiry,3,Salaried,Female,Married,1,0,Executive,0
37,3,3,2,2,21888,5,4,13,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
36,3,3,5,2,21184,3,2,7,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
20,2,3,2,0,17323,4,3,15,Company Invited,3,Small Business,Female,Single,1,0,Executive,1
37,2,3,2,0,24434,2,3,9,Self Enquiry,1,Salaried,Male,Divorced,0,1,Senior Manager,0
40,3,3,4,1,22805,3,4,27,Company Invited,3,Salaried,Male,Married,0,1,Manager,0
46,3,4,1,2,22991,4,4,32,Company Invited,3,Salaried,Male,Unmarried,0,1,Manager,0
35,4,3,2,1,25216,2,4,11,Company Invited,3,Small Business,Female,Divorced,0,1,Manager,0
50,2,3,3,1,26245,4,3,26,Company Invited,1,Small Business,Male,Married,1,1,AVP,0
42,3,5,4,1,21750,1,4,26,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
36,2,3,2,1,21201,3,3,6,Self Enquiry,3,Salaried,Male,Divorced,1,1,Manager,0
46,2,4,6,1,34081,3,3,21,Self Enquiry,1,Salaried,Male,Married,0,1,VP,0
27,4,4,3,1,24950,3,4,35,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager,0
57,2,3,4,0,29118,3,4,35,Self Enquiry,3,Small Business,Male,Married,0,0,AVP,0
43,3,5,2,2,32436,5,4,19,Company Invited,3,Salaried,Male,Single,1,1,AVP,1
23,4,3,2,2,21451,1,4,13,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
25,3,3,3,0,21232,1,1,24,Self Enquiry,3,Salaried,Male,Divorced,0,0,Manager,0
25,4,3,3,3,22938,2,4,17,Self Enquiry,3,Small Business,Female,Married,1,0,Manager,0
29,2,3,1,0,17058,1,3,6,Self Enquiry,1,Large Business,Male,Single,0,0,Executive,1
37,4,5,2,1,30391,3,3,15,Company Invited,1,Salaried,Female,Divorced,0,0,Senior Manager,0
57,4,5,6,2,22935,4,4,15,Self Enquiry,1,Salaried,Female,Married,1,1,Executive,0
29,2,3,1,0,17201,3,3,29,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,0
31,4,3,3,3,21310,1,4,25,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Executive,0
27,3,5,2,2,21553,4,5,14,Self Enquiry,1,Small Business,Female,Married,1,1,Senior Manager,1
29,2,5,2,0,22336,3,4,29,Self Enquiry,3,Salaried,Female,Divorced,0,0,Senior Manager,1
39,2,3,4,0,17086,1,3,11,Self Enquiry,3,Large Business,Male,Married,0,0,Manager,1
36,3,3,1,2,24738,5,3,17,Company Invited,3,Large Business,Female,Married,0,0,Senior Manager,0
55,3,3,8,2,29364,5,5,9,Self Enquiry,3,Salaried,Female,Married,0,1,Senior Manager,0
50,3,3,6,1,34057,3,4,7,Self Enquiry,1,Salaried,Male,Single,0,1,AVP,0
28,4,5,2,1,23452,4,5,22,Company Invited,1,Salaried,Female,Married,0,1,Executive,0
35,3,3,3,2,21369,3,4,7,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
20,3,5,3,1,21230,3,4,16,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
33,4,4,8,1,21010,3,5,7,Company Invited,1,Salaried,Female,Divorced,0,1,Executive,0
50,3,4,4,2,33172,2,3,6,Company Invited,1,Salaried,Female,Divorced,1,0,VP,0
34,4,5,4,1,27242,5,4,23,Self Enquiry,3,Salaried,Fe Male,Unmarried,1,0,Senior Manager,1
28,3,4,1,2,18201,1,4,8,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
48,3,3,3,1,17655,4,3,13,Company Invited,3,Small Business,Female,Married,1,1,Executive,1
35,2,3,3,1,21883,5,3,33,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
29,3,5,7,2,17362,3,4,6,Self Enquiry,1,Large Business,Male,Single,0,0,Executive,1
31,4,5,2,1,27090,2,4,29,Company Invited,3,Salaried,Female,Divorced,0,1,Senior Manager,0
28,3,3,5,2,23749,4,6,9,Company Invited,3,Salaried,Male,Unmarried,0,1,Manager,0
45,3,3,4,2,25143,3,4,17,Self Enquiry,1,Salaried,Male,Married,1,0,Manager,0
38,3,3,4,2,21077,3,3,16,Company Invited,2,Salaried,Male,Married,0,0,Manager,0
35,3,4,3,1,20686,2,4,17,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
36,3,3,3,2,29066,3,4,32,Self Enquiry,1,Small Business,Female,Married,1,0,Senior Manager,0
21,2,4,2,1,17174,5,4,6,Company Invited,3,Large Business,Female,Single,1,1,Executive,1
35,3,5,5,2,23799,5,4,15,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
35,3,3,5,1,21657,2,5,10,Company Invited,1,Salaried,Male,Divorced,0,1,Executive,0
35,3,4,1,2,21540,2,4,15,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Manager,0
30,3,3,3,2,21018,3,4,22,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,0
39,4,3,8,3,21735,4,4,9,Self Enquiry,1,Small Business,Male,Married,1,0,Executive,0
53,2,4,3,1,22525,2,4,8,Company Invited,3,Small Business,Female,Divorced,0,0,Senior Manager,0
52,3,4,4,1,29274,4,4,9,Company Invited,3,Small Business,Male,Divorced,0,0,Senior Manager,0
33,4,5,3,3,22597,4,6,23,Company Invited,1,Salaried,Female,Unmarried,1,1,Executive,1
25,3,3,2,1,20206,1,1,8,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
28,4,4,2,3,25027,2,4,7,Company Invited,3,Small Business,Male,Divorced,1,0,Manager,0
36,3,4,4,1,28952,4,5,9,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
31,2,3,5,1,26031,1,3,16,Company Invited,1,Small Business,Female,Married,0,1,Senior Manager,0
38,2,5,5,1,17858,3,4,6,Self Enquiry,3,Salaried,Male,Single,0,0,Executive,0
39,3,3,5,1,21499,3,4,10,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
36,4,3,3,1,21368,3,5,14,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
36,2,4,1,1,20228,5,3,6,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
41,4,5,3,2,27074,2,4,33,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager,0
30,3,3,1,2,20301,3,3,22,Self Enquiry,3,Salaried,Male,Divorced,0,0,Manager,0
28,3,4,3,1,22494,3,4,7,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
36,3,4,3,2,22421,5,5,21,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,1
49,4,3,2,1,29677,5,5,11,Self Enquiry,1,Salaried,Male,Single,0,1,Senior Manager,0
52,2,5,5,1,26162,1,5,7,Company Invited,1,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
31,3,3,4,2,28097,4,4,12,Self Enquiry,3,Salaried,Female,Married,0,1,Senior Manager,0
27,4,4,2,1,17279,3,3,15,Self Enquiry,1,Small Business,Female,Single,0,0,Executive,0
35,2,3,2,0,20813,5,3,33,Self Enquiry,3,Salaried,Male,Single,1,0,Manager,1
32,3,5,4,2,22911,1,4,20,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,1
28,3,4,3,1,24820,4,2,11,Self Enquiry,1,Salaried,Male,Married,1,1,Manager,0
34,2,5,1,0,24950,3,3,29,Company Invited,2,Salaried,Female,Married,1,1,Senior Manager,1
52,2,3,3,0,22969,1,4,9,Self Enquiry,1,Small Business,Male,Married,1,1,Senior Manager,0
21,3,3,2,1,16232,3,3,21,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,0
55,2,3,5,0,20160,1,3,8,Self Enquiry,3,Small Business,Male,Single,0,1,Manager,1
53,3,3,7,1,29275,5,3,29,Self Enquiry,1,Salaried,Female,Single,0,1,AVP,0
27,2,3,2,0,16706,2,3,9,Company Invited,1,Small Business,Male,Divorced,0,1,Executive,0
36,3,4,1,1,20131,3,3,10,Company Invited,1,Salaried,Female,Married,0,1,Manager,0
31,2,3,1,1,17695,4,3,8,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
22,3,5,3,1,21058,1,4,12,Self Enquiry,3,Small Business,Male,Single,1,1,Executive,0
29,3,5,3,1,23402,4,5,33,Self Enquiry,3,Salaried,Male,Divorced,0,1,Manager,0
32,3,4,3,2,21467,3,4,12,Company Invited,3,Small Business,Female,Married,0,0,Executive,0
21,3,5,3,2,21651,3,4,11,Self Enquiry,1,Large Business,Male,Unmarried,0,1,Executive,1
48,4,3,3,1,21972,2,5,9,Self Enquiry,3,Salaried,Female,Unmarried,1,1,Executive,0
26,4,3,3,3,23165,1,5,11,Self Enquiry,3,Salaried,Female,Unmarried,1,0,Manager,0
26,2,3,2,0,17377,5,3,27,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,1
20,3,5,2,1,17600,3,4,17,Self Enquiry,1,Small Business,Female,Single,1,0,Executive,1
46,3,3,2,1,25310,5,6,9,Self Enquiry,3,Large Business,Male,Unmarried,0,0,Manager,0
50,1,5,3,0,32856,3,3,8,Company Invited,1,Small Business,Female,Divorced,0,1,AVP,0
41,3,4,2,2,22295,4,4,16,Company Invited,1,Small Business,Male,Married,1,0,Executive,0
35,3,5,5,1,23799,5,4,15,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
25,4,5,3,2,22585,4,4,36,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
26,2,5,7,0,20326,3,4,14,Self Enquiry,3,Large Business,Male,Single,0,0,Manager,1
48,4,3,3,1,21972,1,5,9,Self Enquiry,3,Salaried,Female,Unmarried,1,0,Executive,0
27,3,4,3,2,25075,5,4,7,Company Invited,1,Salaried,Female,Married,0,0,Manager,0
37,3,3,6,1,23757,3,4,15,Company Invited,3,Large Business,Male,Married,0,1,Manager,0
43,2,3,5,1,17438,3,3,15,Company Invited,1,Salaried,Male,Single,0,0,Executive,0
43,3,3,3,1,22767,2,4,9,Self Enquiry,1,Salaried,Female,Divorced,0,1,Manager,0
39,4,3,2,3,24007,1,6,13,Company Invited,1,Small Business,Female,Married,1,0,Manager,0
36,4,3,2,1,23608,3,5,9,Company Invited,1,Small Business,Male,Unmarried,1,1,Executive,0
54,3,3,5,1,33492,2,3,14,Self Enquiry,1,Salaried,Male,Divorced,0,0,AVP,0
40,3,3,1,2,28237,5,3,12,Self Enquiry,1,Salaried,Fe Male,Unmarried,0,1,AVP,0
32,3,3,2,2,21373,4,4,9,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
37,3,4,2,2,23906,5,4,7,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
44,3,5,2,1,29498,4,4,34,Company Invited,1,Salaried,Female,Divorced,0,0,Senior Manager,0
20,2,3,2,0,17044,4,4,8,Self Enquiry,3,Small Business,Female,Single,0,1,Executive,1
47,4,3,3,2,28297,5,5,16,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Senior Manager,1
40,1,3,1,0,17741,1,3,25,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,0
53,2,3,5,0,34094,4,3,11,Self Enquiry,1,Salaried,Female,Married,0,1,VP,0
18,2,3,2,0,16514,5,3,20,Company Invited,1,Small Business,Female,Single,0,1,Executive,0
36,2,3,2,1,20810,5,4,10,Self Enquiry,1,Salaried,Male,Single,0,1,Manager,0
46,3,5,6,1,31923,3,4,13,Self Enquiry,1,Salaried,Male,Divorced,1,0,Senior Manager,0
25,3,3,2,1,21840,3,5,11,Company Invited,1,Salaried,Male,Divorced,0,0,Executive,0
30,2,3,1,0,17564,4,3,8,Company Invited,1,Small Business,Female,Single,0,1,Executive,0
35,4,3,3,2,25365,5,4,9,Self Enquiry,1,Large Business,Fe Male,Unmarried,0,1,Manager,0
43,2,3,1,1,17437,5,4,23,Company Invited,1,Large Business,Male,Married,1,1,Executive,1
27,3,5,3,2,22633,3,5,7,Self Enquiry,1,Small Business,Male,Divorced,0,0,Executive,0
51,2,3,2,1,29026,5,3,33,Self Enquiry,3,Salaried,Male,Single,1,1,Manager,1
36,3,3,4,2,22094,3,3,16,Self Enquiry,1,Large Business,Female,Divorced,0,0,Senior Manager,0
22,3,4,3,2,21357,5,4,14,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Executive,1
39,2,3,1,0,20204,3,4,8,Self Enquiry,2,Salaried,Female,Married,0,1,Manager,0
20,3,4,3,2,20799,2,5,28,Self Enquiry,3,Salaried,Male,Single,1,0,Executive,1
52,4,3,5,1,20753,3,4,16,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
41,3,3,2,1,32177,4,4,16,Company Invited,1,Small Business,Female,Single,0,0,Senior Manager,0
38,2,3,4,0,1000,5,3,9,Self Enquiry,1,Large Business,Female,Single,1,0,Manager,0
37,2,5,5,1,20974,3,1,12,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,0
19,3,3,3,2,20289,5,4,16,Self Enquiry,3,Small Business,Male,Single,0,0,Executive,1
40,2,5,6,1,25475,5,4,11,Company Invited,3,Salaried,Male,Divorced,1,0,Senior Manager,0
24,2,3,1,0,17774,4,3,24,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
50,2,5,5,0,25854,5,4,34,Self Enquiry,3,Small Business,Male,Married,1,0,Senior Manager,1
44,3,3,6,2,24240,2,4,7,Company Invited,1,Salaried,Female,Divorced,0,1,Manager,0
55,3,3,4,2,25239,1,3,6,Self Enquiry,3,Salaried,Male,Married,0,0,Senior Manager,0
19,2,5,2,1,17552,3,3,15,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
32,2,3,2,1,21162,4,3,6,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,0
25,2,3,2,0,20744,3,4,11,Self Enquiry,3,Small Business,Male,Single,1,1,Manager,1
41,3,3,3,0,21811,1,4,8,Company Invited,1,Salaried,Female,Unmarried,1,0,Manager,0
48,3,4,3,1,30527,3,4,36,Company Invited,1,Salaried,Male,Married,1,1,Senior Manager,1
44,2,3,4,1,18161,5,3,30,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
26,2,4,2,1,21397,5,3,6,Company Invited,1,Salaried,Female,Married,0,1,Manager,0
35,2,3,7,1,17258,2,4,6,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
39,3,3,2,2,25231,2,4,9,Self Enquiry,1,Salaried,Male,Divorced,0,0,Manager,0
46,3,4,5,2,23926,3,3,27,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,1
34,3,3,7,2,17231,5,3,8,Company Invited,3,Small Business,Female,Divorced,0,1,Executive,0
31,3,3,1,1,20582,3,4,29,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
36,3,5,3,2,21237,4,5,34,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
60,4,3,5,2,20855,3,5,10,Self Enquiry,1,Salaried,Male,Divorced,0,0,Executive,0
32,2,3,4,1,18312,5,1,11,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
31,4,5,3,2,28392,4,5,7,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,1
32,3,4,2,1,17794,1,1,13,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
36,3,3,5,0,17543,5,3,8,Self Enquiry,1,Salaried,Female,Divorced,0,1,Executive,0
40,4,5,2,2,21082,1,4,13,Self Enquiry,1,Small Business,Male,Married,1,1,Executive,1
30,2,3,2,1,23474,5,4,6,Company Invited,1,Salaried,Male,Unmarried,0,1,Senior Manager,0
34,4,4,2,1,23825,1,4,9,Company Invited,3,Small Business,Fe Male,Unmarried,0,0,Manager,0
37,4,4,4,3,20691,1,4,14,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
29,3,4,1,0,17703,4,3,8,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
21,4,3,3,1,21604,1,5,13,Company Invited,1,Salaried,Female,Unmarried,1,0,Executive,1
48,3,4,2,2,23656,1,4,9,Company Invited,3,Small Business,Male,Married,0,0,Manager,0
40,4,3,2,1,20910,3,4,7,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
34,3,3,2,0,21074,5,5,13,Company Invited,1,Salaried,Male,Single,1,1,Manager,1
37,3,3,1,0,21347,3,3,11,Self Enquiry,1,Small Business,Male,Married,0,0,Manager,0
43,3,5,7,0,32159,5,3,20,Self Enquiry,1,Salaried,Male,Divorced,0,1,AVP,0
44,4,3,3,3,21323,1,2,9,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
